"Región","Tipo.punto.monitoreo","Sector","Periodo","Semana","Producto","Mínimo","Máximo"
13,"Feria libre","Norte",2013,6,"Limón",400,600
13,"Feria libre","Norte",2013,6,"Limón",400,600
13,"Feria libre","Sur",2013,6,"Limón",450,600
13,"Feria libre","Sur",2013,6,"Limón",450,600
13,"Feria libre","Poniente",2013,6,"Limón",400,800
13,"Feria libre","Poniente",2013,6,"Limón",400,800
13,"Feria libre","Centro",2013,6,"Limón",500,800
13,"Feria libre","Centro",2013,6,"Limón",500,800
13,"Feria libre","Oriente",2013,6,"Limón",600,700
13,"Feria libre","Oriente",2013,6,"Limón",600,700
13,"Feria libre","Oriente",2013,6,"Melón",400,500
13,"Feria libre","Poniente",2013,6,"Melón",400,500
13,"Feria libre","Sur",2013,6,"Melón",500,500
13,"Feria libre","Norte",2013,6,"Melón",400,700
13,"Feria libre","Centro",2013,6,"Melón",600,600
13,"Feria libre","Poniente",2013,6,"Melón",450,500
13,"Feria libre","Norte",2013,6,"Melón",500,600
13,"Feria libre","Oriente",2013,6,"Melón",500,600
13,"Feria libre","Sur",2013,6,"Melón",500,600
13,"Feria libre","Centro",2013,6,"Melón",600,600
13,"Feria libre","Poniente",2013,6,"Plátano",350,450
13,"Feria libre","Poniente",2013,6,"Plátano",350,450
13,"Feria libre","Norte",2013,6,"Plátano",350,450
13,"Feria libre","Norte",2013,6,"Plátano",350,450
13,"Feria libre","Oriente",2013,6,"Plátano",350,450
13,"Feria libre","Oriente",2013,6,"Plátano",350,450
13,"Feria libre","Sur",2013,6,"Plátano",400,450
13,"Feria libre","Sur",2013,6,"Plátano",400,450
13,"Feria libre","Centro",2013,6,"Plátano",400,500
13,"Feria libre","Centro",2013,6,"Plátano",400,500
13,"Feria libre","Poniente",2013,6,"Zanahoria",40,60
13,"Feria libre","Poniente",2013,6,"Zanahoria",40,60
13,"Feria libre","Sur",2013,6,"Zanahoria",50,60
13,"Feria libre","Sur",2013,6,"Zanahoria",50,60
13,"Feria libre","Norte",2013,6,"Zanahoria",50,65
13,"Feria libre","Norte",2013,6,"Zanahoria",50,65
13,"Feria libre","Centro",2013,6,"Zanahoria",50,75
13,"Feria libre","Centro",2013,6,"Zanahoria",50,75
13,"Feria libre","Oriente",2013,6,"Zanahoria",50,90
13,"Feria libre","Oriente",2013,6,"Zanahoria",50,90
13,"Feria libre","Poniente",2013,7,"Ajo",100,150
13,"Feria libre","Sur",2013,7,"Ajo",100,150
13,"Feria libre","Oriente",2013,7,"Ajo",150,200
13,"Feria libre","Norte",2013,7,"Ajo",150,200
13,"Feria libre","Centro",2013,7,"Ajo",125,200
13,"Feria libre","Norte",2013,7,"Brócoli",500,600
13,"Feria libre","Sur",2013,7,"Brócoli",500,600
13,"Feria libre","Centro",2013,7,"Brócoli",600,600
13,"Feria libre","Poniente",2013,7,"Brócoli",600,600
13,"Feria libre","Oriente",2013,7,"Brócoli",600,700
13,"Feria libre","Sur",2013,7,"Cebolla",130,150
13,"Feria libre","Oriente",2013,7,"Cebolla",125,200
13,"Feria libre","Norte",2013,7,"Cebolla",125,197
13,"Feria libre","Poniente",2013,7,"Cebolla",150,200
13,"Feria libre","Centro",2013,7,"Cebolla",200,200
13,"Feria libre","Sur",2013,7,"Limón",450,700
13,"Feria libre","Oriente",2013,7,"Limón",500,700
13,"Feria libre","Poniente",2013,7,"Limón",500,700
13,"Feria libre","Norte",2013,7,"Limón",500,750
13,"Feria libre","Centro",2013,7,"Limón",700,800
13,"Feria libre","Sur",2013,7,"Melón",400,500
13,"Feria libre","Poniente",2013,7,"Melón",400,500
13,"Feria libre","Centro",2013,7,"Melón",400,500
13,"Feria libre","Oriente",2013,7,"Melón",400,500
13,"Feria libre","Norte",2013,7,"Melón",400,500
13,"Feria libre","Poniente",2013,7,"Melón",400,600
13,"Feria libre","Sur",2013,7,"Melón",400,500
13,"Feria libre","Oriente",2013,7,"Melón",450,500
13,"Feria libre","Centro",2013,7,"Melón",500,600
13,"Feria libre","Norte",2013,7,"Melón",500,600
13,"Feria libre","Poniente",2013,7,"Plátano",350,400
13,"Feria libre","Norte",2013,7,"Plátano",350,450
13,"Feria libre","Sur",2013,7,"Plátano",400,450
13,"Feria libre","Oriente",2013,7,"Plátano",400,450
13,"Feria libre","Centro",2013,7,"Plátano",400,500
13,"Feria libre","Norte",2013,7,"Zanahoria",50,50
13,"Feria libre","Poniente",2013,7,"Zanahoria",40,65
13,"Feria libre","Sur",2013,7,"Zanahoria",50,60
13,"Feria libre","Oriente",2013,7,"Zanahoria",50,63
13,"Feria libre","Centro",2013,7,"Zanahoria",50,75
13,"Feria libre","Sur",2013,8,"Ajo",100,150
13,"Feria libre","Sur",2013,8,"Ajo",100,150
13,"Feria libre","Poniente",2013,8,"Ajo",150,150
13,"Feria libre","Poniente",2013,8,"Ajo",150,150
13,"Feria libre","Norte",2013,8,"Ajo",150,200
13,"Feria libre","Norte",2013,8,"Ajo",150,200
13,"Feria libre","Oriente",2013,8,"Ajo",150,250
13,"Feria libre","Oriente",2013,8,"Ajo",150,250
13,"Feria libre","Centro",2013,8,"Ajo",240,250
13,"Feria libre","Centro",2013,8,"Ajo",240,250
13,"Feria libre","Centro",2013,8,"Brócoli",500,700
13,"Feria libre","Centro",2013,8,"Brócoli",500,700
13,"Feria libre","Oriente",2013,8,"Brócoli",600,700
13,"Feria libre","Oriente",2013,8,"Brócoli",600,700
13,"Feria libre","Norte",2013,8,"Cebolla",100,125
13,"Feria libre","Norte",2013,8,"Cebolla",100,125
13,"Feria libre","Sur",2013,8,"Cebolla",100,166
13,"Feria libre","Sur",2013,8,"Cebolla",100,166
13,"Feria libre","Centro",2013,8,"Cebolla",150,180
13,"Feria libre","Centro",2013,8,"Cebolla",150,180
13,"Feria libre","Poniente",2013,8,"Cebolla",150,180
13,"Feria libre","Poniente",2013,8,"Cebolla",150,180
13,"Feria libre","Oriente",2013,8,"Cebolla",125,200
13,"Feria libre","Oriente",2013,8,"Cebolla",125,200
13,"Feria libre","Norte",2013,8,"Limón",600,800
13,"Feria libre","Norte",2013,8,"Limón",600,800
13,"Feria libre","Oriente",2013,8,"Limón",600,800
13,"Feria libre","Oriente",2013,8,"Limón",600,800
13,"Feria libre","Centro",2013,8,"Limón",700,800
13,"Feria libre","Centro",2013,8,"Limón",700,800
13,"Feria libre","Sur",2013,8,"Limón",600,990
13,"Feria libre","Sur",2013,8,"Limón",600,990
13,"Feria libre","Poniente",2013,8,"Limón",700,800
13,"Feria libre","Poniente",2013,8,"Limón",700,800
13,"Feria libre","Sur",2013,8,"Melón",400,500
13,"Feria libre","Centro",2013,8,"Melón",400,600
13,"Feria libre","Poniente",2013,8,"Melón",500,500
13,"Feria libre","Oriente",2013,8,"Melón",500,600
13,"Feria libre","Poniente",2013,8,"Melón",500,500
13,"Feria libre","Sur",2013,8,"Melón",500,600
13,"Feria libre","Oriente",2013,8,"Melón",500,600
13,"Feria libre","Centro",2013,8,"Melón",450,700
13,"Feria libre","Poniente",2013,8,"Plátano",350,450
13,"Feria libre","Poniente",2013,8,"Plátano",350,450
13,"Feria libre","Oriente",2013,8,"Plátano",400,500
13,"Feria libre","Oriente",2013,8,"Plátano",400,500
13,"Feria libre","Norte",2013,8,"Plátano",450,500
13,"Feria libre","Norte",2013,8,"Plátano",450,500
13,"Feria libre","Centro",2013,8,"Plátano",450,500
13,"Feria libre","Centro",2013,8,"Plátano",450,500
13,"Feria libre","Sur",2013,8,"Plátano",400,799
13,"Feria libre","Sur",2013,8,"Plátano",400,799
13,"Feria libre","Centro",2013,8,"Zanahoria",44,50
13,"Feria libre","Centro",2013,8,"Zanahoria",44,50
13,"Feria libre","Norte",2013,8,"Zanahoria",50,63
13,"Feria libre","Norte",2013,8,"Zanahoria",50,63
13,"Feria libre","Poniente",2013,8,"Zanahoria",50,60
13,"Feria libre","Poniente",2013,8,"Zanahoria",50,60
13,"Feria libre","Oriente",2013,8,"Zanahoria",63,75
13,"Feria libre","Oriente",2013,8,"Zanahoria",63,75
13,"Feria libre","Sur",2013,8,"Zanahoria",50,100
13,"Feria libre","Sur",2013,8,"Zanahoria",50,100
13,"Feria libre","Sur",2013,9,"Ajo",125,150
13,"Feria libre","Sur",2013,9,"Ajo",125,150
13,"Feria libre","Poniente",2013,9,"Ajo",150,150
13,"Feria libre","Poniente",2013,9,"Ajo",150,150
13,"Feria libre","Norte",2013,9,"Ajo",150,200
13,"Feria libre","Norte",2013,9,"Ajo",150,200
13,"Feria libre","Oriente",2013,9,"Ajo",150,250
13,"Feria libre","Oriente",2013,9,"Ajo",150,250
13,"Feria libre","Oriente",2013,9,"Brócoli",600,1000
13,"Feria libre","Oriente",2013,9,"Brócoli",600,1000
13,"Feria libre","Centro",2013,9,"Brócoli",1000,1500
13,"Feria libre","Centro",2013,9,"Brócoli",1000,1500
13,"Feria libre","Norte",2013,9,"Cebolla",125,150
13,"Feria libre","Norte",2013,9,"Cebolla",125,150
13,"Feria libre","Sur",2013,9,"Cebolla",140,200
13,"Feria libre","Sur",2013,9,"Cebolla",140,200
13,"Feria libre","Poniente",2013,9,"Cebolla",150,180
13,"Feria libre","Poniente",2013,9,"Cebolla",150,180
13,"Feria libre","Centro",2013,9,"Cebolla",150,250
13,"Feria libre","Centro",2013,9,"Cebolla",150,250
13,"Feria libre","Oriente",2013,9,"Cebolla",180,200
13,"Feria libre","Oriente",2013,9,"Cebolla",180,200
13,"Feria libre","Sur",2013,9,"Limón",100,1000
13,"Feria libre","Sur",2013,9,"Limón",100,1000
13,"Feria libre","Centro",2013,9,"Limón",500,800
13,"Feria libre","Centro",2013,9,"Limón",500,800
13,"Feria libre","Norte",2013,9,"Limón",100,1000
13,"Feria libre","Norte",2013,9,"Limón",100,1000
13,"Feria libre","Oriente",2013,9,"Limón",800,1000
13,"Feria libre","Oriente",2013,9,"Limón",800,1000
13,"Feria libre","Poniente",2013,9,"Limón",800,900
13,"Feria libre","Poniente",2013,9,"Limón",800,900
13,"Feria libre","Sur",2013,9,"Melón",400,500
13,"Feria libre","Poniente",2013,9,"Melón",450,500
13,"Feria libre","Norte",2013,9,"Melón",500,500
13,"Feria libre","Oriente",2013,9,"Melón",500,600
13,"Feria libre","Centro",2013,9,"Melón",400,700
13,"Feria libre","Sur",2013,9,"Melón",400,500
13,"Feria libre","Poniente",2013,9,"Melón",400,600
13,"Feria libre","Oriente",2013,9,"Melón",500,600
13,"Feria libre","Norte",2013,9,"Melón",500,700
13,"Feria libre","Centro",2013,9,"Melón",500,700
13,"Feria libre","Poniente",2013,9,"Plátano",400,450
13,"Feria libre","Poniente",2013,9,"Plátano",400,450
13,"Feria libre","Sur",2013,9,"Plátano",400,450
13,"Feria libre","Sur",2013,9,"Plátano",400,450
13,"Feria libre","Norte",2013,9,"Plátano",400,600
13,"Feria libre","Norte",2013,9,"Plátano",400,600
13,"Feria libre","Centro",2013,9,"Plátano",450,500
13,"Feria libre","Centro",2013,9,"Plátano",450,500
13,"Feria libre","Oriente",2013,9,"Plátano",500,600
13,"Feria libre","Oriente",2013,9,"Plátano",500,600
13,"Feria libre","Norte",2013,9,"Zanahoria",50,60
13,"Feria libre","Norte",2013,9,"Zanahoria",50,60
13,"Feria libre","Sur",2013,9,"Zanahoria",40,70
13,"Feria libre","Sur",2013,9,"Zanahoria",40,70
13,"Feria libre","Centro",2013,9,"Zanahoria",50,75
13,"Feria libre","Centro",2013,9,"Zanahoria",50,75
13,"Feria libre","Poniente",2013,9,"Zanahoria",50,70
13,"Feria libre","Poniente",2013,9,"Zanahoria",50,70
13,"Feria libre","Oriente",2013,9,"Zanahoria",50,75
13,"Feria libre","Oriente",2013,9,"Zanahoria",50,75
13,"Feria libre","Sur",2013,10,"Ajo",100,200
13,"Feria libre","Centro",2013,10,"Ajo",150,150
13,"Feria libre","Poniente",2013,10,"Ajo",150,200
13,"Feria libre","Oriente",2013,10,"Ajo",150,250
13,"Feria libre","Poniente",2013,10,"Brócoli",100,1000
13,"Feria libre","Oriente",2013,10,"Brócoli",500,800
13,"Feria libre","Centro",2013,10,"Brócoli",600,1000
13,"Feria libre","Sur",2013,10,"Brócoli",600,1000
13,"Feria libre","Norte",2013,10,"Cebolla",125,135
13,"Feria libre","Centro",2013,10,"Cebolla",150,200
13,"Feria libre","Sur",2013,10,"Cebolla",125,200
13,"Feria libre","Poniente",2013,10,"Cebolla",125,200
13,"Feria libre","Oriente",2013,10,"Cebolla",150,250
13,"Feria libre","Centro",2013,10,"Limón",900,900
13,"Feria libre","Poniente",2013,10,"Limón",900,1000
13,"Feria libre","Oriente",2013,10,"Limón",900,1000
13,"Feria libre","Sur",2013,10,"Limón",800,1100
13,"Feria libre","Norte",2013,10,"Limón",1000,1000
13,"Feria libre","Poniente",2013,10,"Plátano",400,500
13,"Feria libre","Sur",2013,10,"Plátano",400,500
13,"Feria libre","Norte",2013,10,"Plátano",450,500
13,"Feria libre","Centro",2013,10,"Plátano",500,500
13,"Feria libre","Norte",2013,10,"Zanahoria",50,50
13,"Feria libre","Poniente",2013,10,"Zanahoria",50,60
13,"Feria libre","Sur",2013,10,"Zanahoria",50,70
13,"Feria libre","Centro",2013,10,"Zanahoria",50,83
13,"Feria libre","Oriente",2013,10,"Zanahoria",60,75
13,"Feria libre","Sur",2013,11,"Ajo",100,150
13,"Feria libre","Poniente",2013,11,"Ajo",150,200
13,"Feria libre","Centro",2013,11,"Ajo",150,180
13,"Feria libre","Norte",2013,11,"Ajo",150,200
13,"Feria libre","Oriente",2013,11,"Ajo",150,250
13,"Feria libre","Centro",2013,11,"Brócoli",500,800
13,"Feria libre","Sur",2013,11,"Brócoli",500,900
13,"Feria libre","Oriente",2013,11,"Brócoli",500,1000
13,"Feria libre","Poniente",2013,11,"Brócoli",700,800
13,"Feria libre","Norte",2013,11,"Cebolla",125,150
13,"Feria libre","Sur",2013,11,"Cebolla",150,150
13,"Feria libre","Centro",2013,11,"Cebolla",150,167
13,"Feria libre","Poniente",2013,11,"Cebolla",150,200
13,"Feria libre","Oriente",2013,11,"Cebolla",150,200
13,"Feria libre","Oriente",2013,11,"Limón",100,1000
13,"Feria libre","Norte",2013,11,"Limón",800,1000
13,"Feria libre","Centro",2013,11,"Limón",1000,1000
13,"Feria libre","Sur",2013,11,"Limón",900,1200
13,"Feria libre","Poniente",2013,11,"Limón",900,1200
13,"Feria libre","Poniente",2013,11,"Plátano",400,450
13,"Feria libre","Sur",2013,11,"Plátano",400,519
13,"Feria libre","Norte",2013,11,"Plátano",400,700
13,"Feria libre","Centro",2013,11,"Plátano",450,500
13,"Feria libre","Oriente",2013,11,"Plátano",450,650
13,"Feria libre","Norte",2013,11,"Zanahoria",50,50
13,"Feria libre","Sur",2013,11,"Zanahoria",50,70
13,"Feria libre","Oriente",2013,11,"Zanahoria",50,100
13,"Feria libre","Centro",2013,11,"Zanahoria",75,88
13,"Feria libre","Sur",2013,12,"Ajo",100,200
13,"Feria libre","Poniente",2013,12,"Ajo",150,200
13,"Feria libre","Norte",2013,12,"Ajo",150,200
13,"Feria libre","Oriente",2013,12,"Ajo",200,250
13,"Feria libre","Poniente",2013,12,"Brócoli",500,900
13,"Feria libre","Oriente",2013,12,"Brócoli",600,1000
13,"Feria libre","Norte",2013,12,"Brócoli",700,1000
13,"Feria libre","Centro",2013,12,"Brócoli",700,1000
13,"Feria libre","Sur",2013,12,"Brócoli",800,1100
13,"Feria libre","Norte",2013,12,"Cebolla",100,170
13,"Feria libre","Sur",2013,12,"Cebolla",150,200
13,"Feria libre","Centro",2013,12,"Cebolla",150,200
13,"Feria libre","Poniente",2013,12,"Cebolla",150,200
13,"Feria libre","Oriente",2013,12,"Cebolla",150,250
13,"Feria libre","Centro",2013,12,"Limón",1000,1000
13,"Feria libre","Norte",2013,12,"Limón",1000,1200
13,"Feria libre","Oriente",2013,12,"Limón",800,1200
13,"Feria libre","Sur",2013,12,"Limón",1100,1200
13,"Feria libre","Poniente",2013,12,"Limón",800,1400
13,"Feria libre","Norte",2013,12,"Plátano",350,500
13,"Feria libre","Poniente",2013,12,"Plátano",350,500
13,"Feria libre","Centro",2013,12,"Plátano",400,500
13,"Feria libre","Sur",2013,12,"Plátano",450,500
13,"Feria libre","Oriente",2013,12,"Plátano",450,600
13,"Feria libre","Norte",2013,12,"Zanahoria",50,63
13,"Feria libre","Sur",2013,12,"Zanahoria",50,60
13,"Feria libre","Centro",2013,12,"Zanahoria",50,67
13,"Feria libre","Oriente",2013,12,"Zanahoria",50,75
13,"Feria libre","Poniente",2013,12,"Zanahoria",38,83
13,"Feria libre","Sur",2013,13,"Ajo",150,200
13,"Feria libre","Centro",2013,13,"Ajo",150,200
13,"Feria libre","Poniente",2013,13,"Ajo",150,200
13,"Feria libre","Oriente",2013,13,"Ajo",170,250
13,"Feria libre","Norte",2013,13,"Ajo",200,200
13,"Feria libre","Centro",2013,13,"Brócoli",650,800
13,"Feria libre","Poniente",2013,13,"Brócoli",600,900
13,"Feria libre","Norte",2013,13,"Brócoli",750,800
13,"Feria libre","Oriente",2013,13,"Brócoli",600,1000
13,"Feria libre","Sur",2013,13,"Brócoli",700,1000
13,"Feria libre","Norte",2013,13,"Cebolla",150,150
13,"Feria libre","Sur",2013,13,"Cebolla",140,200
13,"Feria libre","Centro",2013,13,"Cebolla",150,200
13,"Feria libre","Poniente",2013,13,"Cebolla",150,250
13,"Feria libre","Oriente",2013,13,"Cebolla",200,200
13,"Feria libre","Oriente",2013,13,"Limón",1000,1200
13,"Feria libre","Norte",2013,13,"Limón",1000,1200
13,"Feria libre","Centro",2013,13,"Limón",1100,1200
13,"Feria libre","Poniente",2013,13,"Limón",1000,1400
13,"Feria libre","Sur",2013,13,"Limón",1100,1200
13,"Feria libre","Poniente",2013,13,"Plátano",350,500
13,"Feria libre","Norte",2013,13,"Plátano",450,500
13,"Feria libre","Sur",2013,13,"Plátano",400,550
13,"Feria libre","Centro",2013,13,"Plátano",500,500
13,"Feria libre","Oriente",2013,13,"Plátano",500,800
13,"Feria libre","Sur",2013,13,"Zanahoria",50,70
13,"Feria libre","Norte",2013,13,"Zanahoria",50,60
13,"Feria libre","Oriente",2013,13,"Zanahoria",50,100
13,"Feria libre","Centro",2013,13,"Zanahoria",83,100
13,"Feria libre","Poniente",2013,14,"Ajo",100,200
13,"Feria libre","Sur",2013,14,"Ajo",150,200
13,"Feria libre","Norte",2013,14,"Ajo",150,200
13,"Feria libre","Oriente",2013,14,"Ajo",150,250
13,"Feria libre","Centro",2013,14,"Ajo",200,200
13,"Feria libre","Poniente",2013,14,"Brócoli",500,600
13,"Feria libre","Sur",2013,14,"Brócoli",500,800
13,"Feria libre","Norte",2013,14,"Brócoli",600,800
13,"Feria libre","Centro",2013,14,"Brócoli",650,700
13,"Feria libre","Oriente",2013,14,"Brócoli",600,700
13,"Feria libre","Norte",2013,14,"Cebolla",150,150
13,"Feria libre","Poniente",2013,14,"Cebolla",150,200
13,"Feria libre","Sur",2013,14,"Cebolla",140,225
13,"Feria libre","Oriente",2013,14,"Cebolla",200,200
13,"Feria libre","Centro",2013,14,"Cebolla",200,210
13,"Feria libre","Oriente",2013,14,"Limón",900,1200
13,"Feria libre","Sur",2013,14,"Limón",900,1200
13,"Feria libre","Norte",2013,14,"Limón",1000,1200
13,"Feria libre","Poniente",2013,14,"Limón",1000,1200
13,"Feria libre","Centro",2013,14,"Limón",1100,1200
13,"Feria libre","Oriente",2013,14,"Plátano",500,800
13,"Feria libre","Poniente",2013,14,"Plátano",600,800
13,"Feria libre","Sur",2013,14,"Plátano",690,900
13,"Feria libre","Norte",2013,14,"Plátano",650,1000
13,"Feria libre","Centro",2013,14,"Plátano",900,1000
13,"Feria libre","Centro",2013,14,"Zanahoria",58,60
13,"Feria libre","Poniente",2013,14,"Zanahoria",45,80
13,"Feria libre","Oriente",2013,14,"Zanahoria",50,75
13,"Feria libre","Norte",2013,14,"Zanahoria",50,80
13,"Feria libre","Sur",2013,14,"Zanahoria",50,80
13,"Feria libre","Poniente",2013,15,"Ajo",150,200
13,"Feria libre","Sur",2013,15,"Ajo",150,250
13,"Feria libre","Oriente",2013,15,"Ajo",150,250
13,"Feria libre","Norte",2013,15,"Ajo",200,200
13,"Feria libre","Centro",2013,15,"Ajo",200,250
13,"Feria libre","Poniente",2013,15,"Brócoli",500,600
13,"Feria libre","Sur",2013,15,"Brócoli",500,650
13,"Feria libre","Centro",2013,15,"Brócoli",550,600
13,"Feria libre","Norte",2013,15,"Brócoli",500,700
13,"Feria libre","Oriente",2013,15,"Brócoli",600,700
13,"Feria libre","Norte",2013,15,"Cebolla",150,230
13,"Feria libre","Poniente",2013,15,"Cebolla",170,250
13,"Feria libre","Centro",2013,15,"Cebolla",183,250
13,"Feria libre","Sur",2013,15,"Cebolla",150,300
13,"Feria libre","Oriente",2013,15,"Cebolla",200,500
13,"Feria libre","Norte",2013,15,"Limón",800,1000
13,"Feria libre","Sur",2013,15,"Limón",100,1200
13,"Feria libre","Oriente",2013,15,"Limón",800,1200
13,"Feria libre","Poniente",2013,15,"Limón",800,1200
13,"Feria libre","Centro",2013,15,"Limón",1100,1200
13,"Feria libre","Oriente",2013,15,"Plátano",500,600
13,"Feria libre","Centro",2013,15,"Plátano",1200,1500
13,"Feria libre","Sur",2013,15,"Plátano",1200,1600
13,"Feria libre","Oriente",2013,15,"Zanahoria",50,75
13,"Feria libre","Norte",2013,15,"Zanahoria",50,70
13,"Feria libre","Poniente",2013,15,"Zanahoria",30,80
13,"Feria libre","Sur",2013,15,"Zanahoria",50,90
13,"Feria libre","Centro",2013,15,"Zanahoria",58,100
13,"Feria libre","Norte",2013,16,"Ajo",125,200
13,"Feria libre","Sur",2013,16,"Ajo",125,200
13,"Feria libre","Poniente",2013,16,"Ajo",150,200
13,"Feria libre","Centro",2013,16,"Ajo",180,200
13,"Feria libre","Oriente",2013,16,"Ajo",150,300
13,"Feria libre","Sur",2013,16,"Brócoli",350,600
13,"Feria libre","Poniente",2013,16,"Brócoli",400,700
13,"Feria libre","Centro",2013,16,"Brócoli",500,600
13,"Feria libre","Norte",2013,16,"Brócoli",500,600
13,"Feria libre","Oriente",2013,16,"Brócoli",600,800
13,"Feria libre","Sur",2013,16,"Brócoli",300,400
13,"Feria libre","Poniente",2013,16,"Brócoli",300,500
13,"Feria libre","Centro",2013,16,"Brócoli",400,450
13,"Feria libre","Norte",2013,16,"Brócoli",400,500
13,"Feria libre","Oriente",2013,16,"Brócoli",400,600
13,"Feria libre","Norte",2013,16,"Cebolla",150,200
13,"Feria libre","Poniente",2013,16,"Cebolla",150,200
13,"Feria libre","Centro",2013,16,"Cebolla",180,250
13,"Feria libre","Sur",2013,16,"Cebolla",150,300
13,"Feria libre","Oriente",2013,16,"Cebolla",200,300
13,"Feria libre","Norte",2013,16,"Limón",500,800
13,"Feria libre","Poniente",2013,16,"Limón",600,1000
13,"Feria libre","Oriente",2013,16,"Limón",600,1000
13,"Feria libre","Sur",2013,16,"Limón",700,950
13,"Feria libre","Centro",2013,16,"Limón",1000,1200
13,"Feria libre","Norte",2013,16,"Limón",700,1000
13,"Feria libre","Poniente",2013,16,"Limón",550,1000
13,"Feria libre","Oriente",2013,16,"Limón",600,1200
13,"Feria libre","Sur",2013,16,"Limón",800,1000
13,"Feria libre","Centro",2013,16,"Limón",1000,1200
13,"Feria libre","Poniente",2013,16,"Limón",400,800
13,"Feria libre","Oriente",2013,16,"Limón",500,700
13,"Feria libre","Norte",2013,16,"Limón",600,600
13,"Feria libre","Sur",2013,16,"Limón",500,800
13,"Feria libre","Centro",2013,16,"Limón",700,900
13,"Feria libre","Poniente",2013,16,"Limón",400,800
13,"Feria libre","Oriente",2013,16,"Limón",500,900
13,"Feria libre","Sur",2013,16,"Limón",600,800
13,"Feria libre","Norte",2013,16,"Limón",800,800
13,"Feria libre","Centro",2013,16,"Limón",700,1000
13,"Feria libre","Centro",2013,16,"Plátano",450,600
13,"Feria libre","Poniente",2013,16,"Plátano",400,600
13,"Feria libre","Sur",2013,16,"Plátano",400,650
13,"Feria libre","Norte",2013,16,"Plátano",490,600
13,"Feria libre","Oriente",2013,16,"Plátano",450,700
13,"Feria libre","Sur",2013,16,"Plátano",350,400
13,"Feria libre","Poniente",2013,16,"Plátano",300,450
13,"Feria libre","Norte",2013,16,"Plátano",350,450
13,"Feria libre","Centro",2013,16,"Plátano",400,480
13,"Feria libre","Oriente",2013,16,"Plátano",400,600
13,"Feria libre","Oriente",2013,16,"Zanahoria",43,75
13,"Feria libre","Norte",2013,16,"Zanahoria",50,70
13,"Feria libre","Sur",2013,16,"Zanahoria",42,80
13,"Feria libre","Poniente",2013,16,"Zanahoria",38,80
13,"Feria libre","Centro",2013,16,"Zanahoria",50,100
13,"Feria libre","Oriente",2013,16,"Zanahoria",31,37
13,"Feria libre","Sur",2013,16,"Zanahoria",30,50
13,"Feria libre","Norte",2013,16,"Zanahoria",31,50
13,"Feria libre","Poniente",2013,16,"Zanahoria",25,55
13,"Feria libre","Centro",2013,16,"Zanahoria",40,60
13,"Feria libre","Norte",2013,17,"Ajo",150,200
13,"Feria libre","Poniente",2013,17,"Ajo",150,200
13,"Feria libre","Sur",2013,17,"Ajo",150,250
13,"Feria libre","Centro",2013,17,"Ajo",165,200
13,"Feria libre","Oriente",2013,17,"Ajo",125,300
13,"Feria libre","Sur",2013,17,"Brócoli",350,600
13,"Feria libre","Poniente",2013,17,"Brócoli",350,600
13,"Feria libre","Centro",2013,17,"Brócoli",450,600
13,"Feria libre","Norte",2013,17,"Brócoli",400,700
13,"Feria libre","Oriente",2013,17,"Brócoli",500,800
13,"Feria libre","Sur",2013,17,"Brócoli",250,400
13,"Feria libre","Poniente",2013,17,"Brócoli",250,400
13,"Feria libre","Norte",2013,17,"Brócoli",400,400
13,"Feria libre","Centro",2013,17,"Brócoli",350,450
13,"Feria libre","Oriente",2013,17,"Brócoli",400,600
13,"Feria libre","Norte",2013,17,"Cebolla",150,200
13,"Feria libre","Poniente",2013,17,"Cebolla",150,250
13,"Feria libre","Sur",2013,17,"Cebolla",180,300
13,"Feria libre","Centro",2013,17,"Cebolla",200,280
13,"Feria libre","Oriente",2013,17,"Cebolla",200,300
13,"Feria libre","Poniente",2013,17,"Limón",600,800
13,"Feria libre","Norte",2013,17,"Limón",600,800
13,"Feria libre","Sur",2013,17,"Limón",600,1000
13,"Feria libre","Oriente",2013,17,"Limón",600,1000
13,"Feria libre","Centro",2013,17,"Limón",950,1200
13,"Feria libre","Poniente",2013,17,"Limón",600,900
13,"Feria libre","Sur",2013,17,"Limón",400,1100
13,"Feria libre","Norte",2013,17,"Limón",600,1000
13,"Feria libre","Oriente",2013,17,"Limón",700,1200
13,"Feria libre","Centro",2013,17,"Limón",900,1100
13,"Feria libre","Poniente",2013,17,"Limón",400,600
13,"Feria libre","Norte",2013,17,"Limón",500,600
13,"Feria libre","Sur",2013,17,"Limón",400,700
13,"Feria libre","Oriente",2013,17,"Limón",500,800
13,"Feria libre","Centro",2013,17,"Limón",800,900
13,"Feria libre","Poniente",2013,17,"Limón",400,700
13,"Feria libre","Oriente",2013,17,"Limón",500,700
13,"Feria libre","Norte",2013,17,"Limón",600,600
13,"Feria libre","Sur",2013,17,"Limón",500,850
13,"Feria libre","Centro",2013,17,"Limón",600,800
13,"Feria libre","Norte",2013,17,"Plátano",400,500
13,"Feria libre","Sur",2013,17,"Plátano",350,650
13,"Feria libre","Poniente",2013,17,"Plátano",350,500
13,"Feria libre","Oriente",2013,17,"Plátano",400,600
13,"Feria libre","Centro",2013,17,"Plátano",500,550
13,"Feria libre","Sur",2013,17,"Plátano",290,400
13,"Feria libre","Oriente",2013,17,"Plátano",300,400
13,"Feria libre","Norte",2013,17,"Plátano",350,400
